C_target,D,R,C_lower95_one_sided,C_upper95_one_sided,D_lower95_one_sided,D_upper95_one_sided,decision,specimen_assignment_coverage,participant_assignment_coverage,validation_evaluability,index_participants,comparator_participants,dataset,platform,mapped_common_genes,n_specimens,n_participants
0.8916666666666665,0.5889928698752226,1.4729829210836272,0.8434545454545453,0.9319999999999999,0.4955555555555555,0.6891554621848739,PASS,1.0,1.0,1.0,24,25,GSE27262,GPL570,17062,50,25
0.6146825396825397,0.3120087428910958,1.0154208031858207,0.5542767295597485,0.6739844683393071,0.20654089918795793,0.42043742509844206,PASS,0.8103448275862069,0.9491525423728814,1.0,28,54,GSE32863,GPL6884,17062,116,59
