dataset,dose,replicate,n_disrupted_signature_genes,C_target,D,R,C_lower95_one_sided,C_upper95_one_sided,D_lower95_one_sided,D_upper95_one_sided,decision,specimen_assignment_coverage,participant_assignment_coverage,validation_evaluability,index_participants,comparator_participants
GSE27262,0.5,1,7,0.2681666666666668,-0.03450713012477713,0.4429961719670201,0.1798260869565218,0.3627826086956521,-0.1538787878787879,0.09233333333333343,INSUFFICIENT_SUPPORT,1.0,1.0,1.0,24,25
GSE27262,0.5,2,7,0.3843333333333333,0.0816595365418894,0.6348969375736159,0.295,0.4759999999999999,-0.039719251336898354,0.20747963800904978,INSUFFICIENT_SUPPORT,1.0,1.0,1.0,24,25
GSE27262,0.5,3,7,0.39350000000000007,0.09082620320855617,0.6500397526501767,0.28800000000000003,0.4925,-0.04269362745098043,0.22188888888888897,INSUFFICIENT_SUPPORT,1.0,1.0,1.0,24,25
GSE27262,0.5,4,7,0.28650000000000003,-0.016173796791443873,0.4732818021201413,0.17933333333333346,0.396,-0.15154347826086972,0.11933333333333324,INSUFFICIENT_SUPPORT,1.0,1.0,1.0,24,25
GSE27262,0.5,5,7,0.4088333333333333,0.10615953654188942,0.6753695524146053,0.31949999999999984,0.49513043478260854,-0.016691919191919202,0.2265555555555555,INSUFFICIENT_SUPPORT,1.0,1.0,1.0,24,25
GSE27262,0.5,6,7,0.4193333333333334,0.11665953654188949,0.6927149587750294,0.35200000000000015,0.48400000000000004,0.013388888888888728,0.22672058823529426,PASS,1.0,1.0,1.0,24,25
GSE27262,0.5,7,7,0.49983333333333335,0.19715953654188945,0.8256964075382802,0.4078333333333332,0.588,0.07460256410256394,0.31903431372549024,PASS,1.0,1.0,1.0,24,25
GSE27262,0.5,8,7,0.3066666666666667,0.003992869875222793,0.5065959952885748,0.20571428571428552,0.4076521739130435,-0.12911111111111123,0.13916666666666666,INSUFFICIENT_SUPPORT,1.0,1.0,1.0,24,25
GSE27262,0.5,9,7,0.4651666666666667,0.16249286987522277,0.7684290341578326,0.38399999999999995,0.5463333333333332,0.05030481283422461,0.2800454545454545,PASS,1.0,1.0,1.0,24,25
GSE27262,0.5,10,7,0.38866666666666655,0.08599286987522264,0.6420553592461716,0.2994545454545453,0.4799999999999999,-0.03331372549019607,0.20861764705882357,INSUFFICIENT_SUPPORT,1.0,1.0,1.0,24,25
GSE27262,0.5,11,7,0.35916666666666663,0.05649286987522273,0.5933230270906947,0.2576666666666667,0.45599999999999996,-0.07784724482678451,0.18711616161616154,INSUFFICIENT_SUPPORT,1.0,1.0,1.0,24,25
GSE27262,0.5,12,7,0.40416666666666645,0.10149286987522255,0.6676604829210832,0.28763636363636363,0.5164999999999997,-0.044444444444444564,0.24448416289592756,INSUFFICIENT_SUPPORT,1.0,1.0,1.0,24,25
